fips,unemp
01113,9.289999999999992
04003,-8.969999999999985
04009,-10.279999999999987
04011,-10.319999999999993
04012,12.540000000000006
04013,-7.319999999999993
04015,15.319999999999993
04017,-10.86999999999999
04019,-9.310000000000002
04021,-11.070000000000007
04025,-5.530000000000001
04027,10.719999999999999
05021,5.180000000000007
05045,2.549999999999997
05055,5.109999999999999
05063,4.869999999999997
05121,5.310000000000002
05145,4.280000000000008
05147,3.4299999999999997
06001,-17.47
06005,-17.47
06007,5.990000000000009
06013,-17.689999999999998
06019,-23.799999999999997
06025,14.540000000000006
06029,24.13000000000001
06031,4.579999999999998
06035,-42.66000000000001
06037,21.25
06039,-23.720000000000027
06047,-26.379999999999995
06049,-44.42999999999999
06053,-23.799999999999997
06065,16.500000000000014
06067,-15.530000000000001
06069,-23.799999999999997
06073,14.540000000000006
06077,-17.47
06079,16.789999999999992
06083,24.13000000000001
06085,-17.47
06089,-46.42999999999999
06093,-46.42999999999999
06097,-14.490000000000009
06099,-17.060000000000002
06103,-43.06
06107,-6.079999999999998
08001,-15.27000000000001
08003,-3.3200000000000003
08005,-4.549999999999997
08009,-5.500000000000007
08011,-8.14
08013,-20.439999999999984
08017,6.769999999999996
08021,20.879999999999995
08023,-3.220000000000006
08025,-20.35000000000001
08039,-15.719999999999992
08041,-7.730000000000004
08059,-14.680000000000007
08061,-19.54
08063,-7.609999999999999
08067,8.760000000000005
08069,-4.810000000000002
08071,-4.57
08073,-7.600000000000001
08075,-14.500000000000007
08077,0.20000000000000284
08081,2.1899999999999977
08083,-4.840000000000003
08087,-20.080000000000005
08089,-15.079999999999998
08095,-16.46999999999999
08099,-21.15
08101,-6.5
08105,19.179999999999993
08107,-4.729999999999997
08109,-3.6299999999999955
08115,-14.84000000000001
08121,-15.11999999999999
08123,-21.15999999999999
08125,-11.280000000000008
10001,9.460000000000008
10003,11.819999999999993
10005,6.090000000000032
12001,13.64
12023,13.64
12041,13.64
12047,13.64
12075,13.64
12079,13.64
12121,13.64
13001,9.799999999999997
